CarRegistration,start,end,latitude,longitude,duration
KF44LNGP,2022-07-15 22:43:25,2022-07-15 23:42:55,-26.134299999999868,28.230383000000064,3570.0
KF44LNGP,2022-07-16 01:32:55,2022-07-16 10:03:45,-25.995130610344923,28.176734182718338,30650.0
KF44LNGP,2022-07-16 10:49:45,2022-07-16 11:17:55,-25.841050535294176,28.27730090000005,1690.0
KF44LNGP,2022-07-16 11:45:55,2022-07-16 12:13:55,-26.134593005917147,28.229156928994115,1680.0
KF44LNGP,2022-07-16 12:42:15,2022-07-16 12:47:15,-26.075466000000002,28.06041700000002,300.0
KF44LNGP,2022-07-16 13:42:45,2022-07-16 14:06:05,-26.10686840425529,28.08670034042547,1400.0
KF44LNGP,2022-07-16 14:19:35,2022-07-16 15:20:15,-26.106908237961413,28.062766278011093,3640.0
KF44LNGP,2022-07-16 15:54:15,2022-07-16 16:25:05,-26.134540311827926,28.228986655914017,1850.0
KF44LNGP,2022-07-16 17:26:55,2022-07-16 17:45:25,-26.108432999999998,28.23741699999996,1110.0
KF44LNGP,2022-07-16 17:46:05,2022-07-16 18:29:15,-26.108278583077325,28.237499606462325,2590.0
KF44LNGP,2022-07-16 18:35:55,2022-07-16 18:50:05,-26.134655037820234,28.229684447132655,850.0
KF44LNGP,2022-07-16 18:51:15,2022-07-16 19:01:15,-26.133882999999983,28.228550000000023,600.0
KF44LNGP,2022-07-16 19:39:55,2022-07-16 21:10:05,-25.773427101254214,28.228211331389033,5410.0
KF44LNGP,2022-07-16 22:31:15,2022-07-16 22:37:55,-25.988828486334263,28.17487249619313,400.0
KF44LNGP,2022-07-17 00:10:25,2022-07-17 08:03:15,-25.995117008170883,28.17671587786533,28370.0
KF44LNGP,2022-07-17 08:28:05,2022-07-17 08:43:05,-26.17627163736259,28.09662421978021,900.0
KF44LNGP,2022-07-17 08:59:35,2022-07-17 09:06:05,-26.134599999999985,28.228333000000013,390.0
KF44LNGP,2022-07-17 09:06:45,2022-07-17 09:21:45,-26.134300000000007,28.228617000000032,900.0
KF44LNGP,2022-07-17 09:22:55,2022-07-17 09:45:35,-26.134532999999944,28.229017000000084,1360.0
KF44LNGP,2022-07-17 09:49:45,2022-07-17 10:44:15,-26.134216000000173,28.229116000000232,3270.0
KF44LNGP,2022-07-17 11:17:55,2022-07-17 11:35:55,-25.75058461926603,28.23241852752289,1080.0
KF44LNGP,2022-07-17 12:03:25,2022-07-17 12:09:15,-25.972870465508368,27.941144239126128,350.0
KF44LNGP,2022-07-17 15:00:05,2022-07-17 15:08:35,-26.41858299999998,27.957032999999985,510.0
KF44LNGP,2022-07-17 16:54:55,2022-07-17 17:20:25,-26.13406799999994,28.22989999999994,1530.0
KF44LNGP,2022-07-17 18:06:25,2022-07-17 19:36:55,-26.134456922794282,28.229160477941253,5430.0
KF44LNGP,2022-07-17 19:43:45,2022-07-17 20:09:05,-26.134399000000023,28.229616000000032,1520.0
KF44LNGP,2022-07-17 20:59:35,2022-07-17 21:11:05,-25.908131585714262,28.162451642857114,690.0
KF44LNGP,2022-07-18 07:31:45,2022-07-18 07:43:55,-25.99507051261695,28.176727708543567,730.0
KF44LNGP,2022-07-18 08:05:05,2022-07-18 08:10:35,-25.926716000000006,28.14549999999998,330.0
KF44LNGP,2022-07-18 08:48:45,2022-07-18 08:53:55,-25.780898999999984,28.379783999999983,310.0
KF44LNGP,2022-07-18 11:44:35,2022-07-18 11:55:35,-25.96598199999999,28.099001000000026,660.0
KF44LNGP,2022-07-18 12:01:55,2022-07-18 12:09:45,-25.96835560416666,28.093727124999997,470.0
KF44LNGP,2022-07-18 12:51:05,2022-07-18 13:10:45,-26.13501700000003,28.22931699999994,1180.0
KF44LNGP,2022-07-18 13:51:45,2022-07-18 13:57:35,-26.130500999999988,28.06571599999998,350.0
KF44LNGP,2022-07-18 14:03:05,2022-07-18 14:22:05,-26.142834073913107,28.074316665217438,1140.0
KF44LNGP,2022-07-18 14:36:25,2022-07-18 15:30:25,-26.170441649470767,28.018652481953872,3240.0
KF44LNGP,2022-07-18 16:05:45,2022-07-18 17:24:45,-26.134526081052822,28.229036570526173,4740.0
KF44LNGP,2022-07-18 17:29:55,2022-07-18 18:01:15,-26.134251000000035,28.23023399999998,1880.0
KF44LNGP,2022-07-18 19:36:45,2022-07-18 20:17:05,-26.1345691358024,28.229005074073896,2420.0
KF44LNGP,2022-07-18 20:21:25,2022-07-18 20:44:35,-26.134782999999974,28.230533999999917,1390.0
KF44LNGP,2022-07-18 21:19:25,2022-07-18 21:25:15,-26.089162472222228,28.066677472222235,350.0
